lat,lon,allocatedcity,concat
54.5,-2.2,kendal,54.5:-2.2
54.6,-2.9,kendal,54.6:-2.9
54.3,-6.1,dumfries,54.3:-6.1
54.4,-0.8,scarborough,54.4:-0.8
50.2,-3.7,okehampton,50.2:-3.7
55.2,-6.5,dumfries,55.2:-6.5
54.7,-7.6,dumfries,54.7:-7.6
55.9,-2.2,edinburgh,55.9:-2.2
58.5,-4.2,Fort William,58.5:-4.2
55.7,-2.7,edinburgh,55.7:-2.7
54.4,-0.9,scarborough,54.4:-0.9
54.2,-1.8,kendal,54.2:-1.8
51.9,-4.6,cardiff,51.9:-4.6
55,-2.6,newcastle,55:-2.6
55.4,-4.4,dumfries,55.4:-4.4
58.3,-3.7,Fort William,58.3:-3.7
51,-3.6,okehampton,51:-3.6
56.6,-3.8,edinburgh,56.6:-3.8
58.4,-3.2,Fort William,58.4:-3.2
57.3,-3.7,Fort William,57.3:-3.7
55.5,-5.1,Fort William,55.5:-5.1
57,-2.7,Aberdeen,57:-2.7
54.5,-7.4,dumfries,54.5:-7.4
54.5,-6.9,dumfries,54.5:-6.9
54.8,-6.2,dumfries,54.8:-6.2
54.4,-0.5,scarborough,54.4:-0.5
55.7,-6.2,Fort William,55.7:-6.2
54.2,-6.7,dumfries,54.2:-6.7
60.3,-1.4,Fort William,60.3:-1.4
55.8,-5.5,Fort William,55.8:-5.5
55.4,-1.8,newcastle,55.4:-1.8
57.4,-3.2,Aberdeen,57.4:-3.2
56.7,-3.5,edinburgh,56.7:-3.5
57.4,-2.7,Aberdeen,57.4:-2.7
52.5,0.7,norwich,52.5:0.7
58.3,-3.3,Fort William,58.3:-3.3
54.4,-0.6,scarborough,54.4:-0.6
58,-4.8,Fort William,58:-4.8
56.4,-5,Fort William,56.4:-5
54.5,-2.4,kendal,54.5:-2.4
54.8,-4.5,dumfries,54.8:-4.5
54.4,-8.1,dumfries,54.4:-8.1
57.6,-2.9,Aberdeen,57.6:-2.9
57.6,-3.4,Aberdeen,57.6:-3.4
58,-4.4,Fort William,58:-4.4
51.2,-3.6,okehampton,51.2:-3.6
54.4,-7.6,dumfries,54.4:-7.6
54.1,-2.2,kendal,54.1:-2.2
54.1,-6.4,dumfries,54.1:-6.4
54.6,-2.4,kendal,54.6:-2.4
57.4,-5.5,Fort William,57.4:-5.5
52,-4.1,cardiff,52:-4.1
56.9,-2.6,Aberdeen,56.9:-2.6
56.5,-5.9,Fort William,56.5:-5.9
56.4,-5.1,Fort William,56.4:-5.1
54.3,-6.4,dumfries,54.3:-6.4
56.7,-5,Fort William,56.7:-5
54.9,-4.3,dumfries,54.9:-4.3
56.6,-3.7,edinburgh,56.6:-3.7
57.3,-4.6,Fort William,57.3:-4.6
54.4,-7.2,dumfries,54.4:-7.2
50.6,-3.8,okehampton,50.6:-3.8
56.8,-2.4,Aberdeen,56.8:-2.4
57,-3.5,Aberdeen,57:-3.5
55.1,-6.1,dumfries,55.1:-6.1
57.3,-6.1,Fort William,57.3:-6.1
54.9,-5.9,dumfries,54.9:-5.9
57.9,-4.2,Fort William,57.9:-4.2
55,-7,dumfries,55:-7
54.5,-8.1,dumfries,54.5:-8.1
58.9,-3.2,Fort William,58.9:-3.2
57.2,-4.5,Fort William,57.2:-4.5
55,-3.7,dumfries,55:-3.7
50.9,-1.7,salisbury,50.9:-1.7
54.6,-7.4,dumfries,54.6:-7.4
53,-4.3,corwen,53:-4.3
54.6,-2,newcastle,54.6:-2
55.7,-1.9,newcastle,55.7:-1.9
57,-3.2,Aberdeen,57:-3.2
55.8,-6.3,Fort William,55.8:-6.3
55.3,-2.7,dumfries,55.3:-2.7
54.8,-5,dumfries,54.8:-5
57.9,-4.1,Fort William,57.9:-4.1
55,-5,dumfries,55:-5
57.3,-6.2,Fort William,57.3:-6.2
55.1,-1.9,newcastle,55.1:-1.9
54.4,-7.8,dumfries,54.4:-7.8
57.2,-2.6,Aberdeen,57.2:-2.6
59.1,-3.3,Fort William,59.1:-3.3
55.5,-3.2,dumfries,55.5:-3.2
57.8,-7,Fort William,57.8:-7
56.1,-5.4,Fort William,56.1:-5.4
55.1,-3.9,dumfries,55.1:-3.9
55.5,-5.7,Fort William,55.5:-5.7
52.3,-3.8,corwen,52.3:-3.8
55.4,-2.5,newcastle,55.4:-2.5
56.1,-5,Fort William,56.1:-5
55.2,-2.5,newcastle,55.2:-2.5
55.6,-5.7,Fort William,55.6:-5.7
54.2,-7.3,dumfries,54.2:-7.3
53.2,-2,sheffield,53.2:-2
54.4,-2.2,kendal,54.4:-2.2
57.5,-6.6,Fort William,57.5:-6.6
54.8,-4.4,dumfries,54.8:-4.4
54.9,-6.5,dumfries,54.9:-6.5
52,-4.7,cardiff,52:-4.7
57.5,-5.6,Fort William,57.5:-5.6
52.2,-3.3,cardiff,52.2:-3.3
57.8,-5.8,Fort William,57.8:-5.8
56.1,-5.6,Fort William,56.1:-5.6
54.8,-7.4,dumfries,54.8:-7.4
56.8,-2.9,Aberdeen,56.8:-2.9
54.3,-2.1,kendal,54.3:-2.1
57.5,-6.3,Fort William,57.5:-6.3
57.2,-4.8,Fort William,57.2:-4.8
54.7,-7,dumfries,54.7:-7
57.5,-2.9,Aberdeen,57.5:-2.9
56.3,-4.3,edinburgh,56.3:-4.3
56.9,-2.5,Aberdeen,56.9:-2.5
57.3,-2.7,Aberdeen,57.3:-2.7
57.1,-5.9,Fort William,57.1:-5.9
54.8,-6.1,dumfries,54.8:-6.1
54.6,-6.9,dumfries,54.6:-6.9
54.2,-7.5,dumfries,54.2:-7.5
58.5,-3.4,Fort William,58.5:-3.4
54.6,-5.6,dumfries,54.6:-5.6
57.4,-2.3,Aberdeen,57.4:-2.3
57.6,-6.4,Fort William,57.6:-6.4
55.2,-4,dumfries,55.2:-4
55,-6.5,dumfries,55:-6.5
55.8,-4.8,edinburgh,55.8:-4.8
51.9,-4.4,cardiff,51.9:-4.4
55.8,-3.5,edinburgh,55.8:-3.5
54.7,-6.4,dumfries,54.7:-6.4
58.2,-6.4,Fort William,58.2:-6.4
57.6,-3,Aberdeen,57.6:-3
55,-3.5,dumfries,55:-3.5
55.2,-6.4,dumfries,55.2:-6.4
54.8,-4.6,dumfries,54.8:-4.6
57.4,-3.4,Aberdeen,57.4:-3.4
57.5,-5,Fort William,57.5:-5
54.8,-2.3,newcastle,54.8:-2.3
56.9,-5.3,Fort William,56.9:-5.3
55.4,-2,newcastle,55.4:-2
57.6,-5.7,Fort William,57.6:-5.7
55.1,-6.9,dumfries,55.1:-6.9
54.4,-2.3,kendal,54.4:-2.3
54.3,-7.9,dumfries,54.3:-7.9
54.3,-6.8,dumfries,54.3:-6.8
56.6,-3,Aberdeen,56.6:-3
52,-4.2,cardiff,52:-4.2
54.5,-7,dumfries,54.5:-7
54.7,-7.1,dumfries,54.7:-7.1
55.9,-2.4,edinburgh,55.9:-2.4
52.1,-3.3,cardiff,52.1:-3.3
54.7,-7.7,dumfries,54.7:-7.7
57.4,-5.6,Fort William,57.4:-5.6
57.3,-3.5,Aberdeen,57.3:-3.5
51.1,-3.8,okehampton,51.1:-3.8
57.3,-3.3,Aberdeen,57.3:-3.3
55.6,-6.2,Fort William,55.6:-6.2
54.1,-6.1,dumfries,54.1:-6.1
57.8,-6.9,Fort William,57.8:-6.9
57.8,-5.6,Fort William,57.8:-5.6
51.8,-3.6,cardiff,51.8:-3.6
57.2,-5.6,Fort William,57.2:-5.6
55.6,-5.5,Fort William,55.6:-5.5
57.9,-4.3,Fort William,57.9:-4.3
56.7,-5.7,Fort William,56.7:-5.7
57.9,-5.6,Fort William,57.9:-5.6
54.3,-6,dumfries,54.3:-6
55.2,-4.7,dumfries,55.2:-4.7
54.9,-4.2,dumfries,54.9:-4.2
56.4,-4.3,edinburgh,56.4:-4.3
55.6,-5.2,Fort William,55.6:-5.2
57.7,-4.1,Fort William,57.7:-4.1
54.2,-2.3,kendal,54.2:-2.3
54.4,-1,scarborough,54.4:-1
57.3,-5.5,Fort William,57.3:-5.5
58.9,-2.9,Fort William,58.9:-2.9
54.5,-6.6,dumfries,54.5:-6.6
56.6,-4.1,edinburgh,56.6:-4.1
56.7,-3.1,Aberdeen,56.7:-3.1
57.3,-5.6,Fort William,57.3:-5.6
51.7,-5.2,cardiff,51.7:-5.2
57.7,-6.3,Fort William,57.7:-6.3
56.8,-4,Fort William,56.8:-4
55.5,-1.8,newcastle,55.5:-1.8
55.4,-4.3,dumfries,55.4:-4.3
55.5,-3.1,edinburgh,55.5:-3.1
56.5,-4.2,Fort William,56.5:-4.2
56.5,-5.5,Fort William,56.5:-5.5
54.6,-6.1,dumfries,54.6:-6.1
57,-2.5,Aberdeen,57:-2.5
52.7,-3.5,corwen,52.7:-3.5
56.2,-4.8,Fort William,56.2:-4.8
59,-3,Fort William,59:-3
54.2,-6.5,dumfries,54.2:-6.5
54.8,-7.6,dumfries,54.8:-7.6
57.2,-4.4,Fort William,57.2:-4.4
56.5,-5.3,Fort William,56.5:-5.3
54.1,-7.4,dumfries,54.1:-7.4
56.3,-4,edinburgh,56.3:-4
52.9,-3.7,corwen,52.9:-3.7
58.6,-3.2,Fort William,58.6:-3.2
55.1,-2.9,dumfries,55.1:-2.9
54.8,-4.2,dumfries,54.8:-4.2
57.4,-6.5,Fort William,57.4:-6.5
52.8,-3.6,corwen,52.8:-3.6
55,-3.8,dumfries,55:-3.8
55.7,-3.5,edinburgh,55.7:-3.5
52.1,-3.8,cardiff,52.1:-3.8
55.1,-6.4,dumfries,55.1:-6.4
54.3,-1.2,scarborough,54.3:-1.2
54.3,-7.7,dumfries,54.3:-7.7
56.8,-2.8,Aberdeen,56.8:-2.8
57.2,-5.8,Fort William,57.2:-5.8
56,-5.6,Fort William,56:-5.6
54.2,-6,dumfries,54.2:-6
57.5,-6.7,Fort William,57.5:-6.7
54.8,-3.9,dumfries,54.8:-3.9
56.8,-3.3,Aberdeen,56.8:-3.3
54.8,-2,newcastle,54.8:-2
52.7,-3.7,corwen,52.7:-3.7
56.2,-5.4,Fort William,56.2:-5.4
54,-1.8,kendal,54:-1.8
56.7,-5.9,Fort William,56.7:-5.9
54.2,-7.2,dumfries,54.2:-7.2
57.6,-5.3,Fort William,57.6:-5.3
57.4,-6.6,Fort William,57.4:-6.6
58.3,-3.2,Fort William,58.3:-3.2
54.7,-6.8,dumfries,54.7:-6.8
60.1,-1.2,Fort William,60.1:-1.2
57.5,-3.9,Fort William,57.5:-3.9
57.8,-4,Fort William,57.8:-4
55.7,-6.4,Fort William,55.7:-6.4
55.8,-5,dumfries,55.8:-5
55,-6.8,dumfries,55:-6.8
54.1,-0.5,scarborough,54.1:-0.5
54.6,-7.6,dumfries,54.6:-7.6
56.9,-5.9,Fort William,56.9:-5.9
54.9,-4.9,dumfries,54.9:-4.9
54.9,-4.8,dumfries,54.9:-4.8
56.7,-3.2,Aberdeen,56.7:-3.2
54.7,-7.4,dumfries,54.7:-7.4
57,-7.5,Fort William,57:-7.5
57,-2.3,Aberdeen,57:-2.3
54.8,-2.2,newcastle,54.8:-2.2
56.3,-5.2,Fort William,56.3:-5.2
55.3,-3.6,dumfries,55.3:-3.6
55.1,-6.6,dumfries,55.1:-6.6
57.3,-4,Fort William,57.3:-4
57.4,-3.6,Aberdeen,57.4:-3.6
57.4,-7.4,Fort William,57.4:-7.4
54,-2.4,kendal,54:-2.4
57.1,-6,Fort William,57.1:-6
55,-3.4,dumfries,55:-3.4
56.1,-5.2,Fort William,56.1:-5.2
54.9,-6,dumfries,54.9:-6
59,-3.3,Fort William,59:-3.3
55.2,-6.2,dumfries,55.2:-6.2
57.5,-3.3,Aberdeen,57.5:-3.3
55.8,-5.6,Fort William,55.8:-5.6
57.6,-4,Fort William,57.6:-4
57.2,-3,Aberdeen,57.2:-3
56.6,-5.2,Fort William,56.6:-5.2
54.2,-2.4,kendal,54.2:-2.4
59,-3.1,Fort William,59:-3.1
57.3,-4.3,Fort William,57.3:-4.3
57.7,-4.4,Fort William,57.7:-4.4
57.9,-6.8,Fort William,57.9:-6.8
56.3,-6.2,Fort William,56.3:-6.2
54.6,-6.5,dumfries,54.6:-6.5
55.3,-4.3,dumfries,55.3:-4.3
56.8,-5.8,Fort William,56.8:-5.8
54.5,-2.9,kendal,54.5:-2.9
57.4,-2,Aberdeen,57.4:-2
54.7,-7.3,dumfries,54.7:-7.3
56.5,-6.9,Fort William,56.5:-6.9
58.1,-6.5,Fort William,58.1:-6.5
53,-3.5,corwen,53:-3.5
57.2,-4.6,Fort William,57.2:-4.6
57,-4.3,Fort William,57:-4.3
57.6,-7.4,Fort William,57.6:-7.4
54.5,-7.1,dumfries,54.5:-7.1
54.9,-7.1,dumfries,54.9:-7.1
54.6,-6.6,dumfries,54.6:-6.6
58,-4.5,Fort William,58:-4.5
58.5,-3.2,Fort William,58.5:-3.2
56.4,-4.2,edinburgh,56.4:-4.2
52.1,-3.5,cardiff,52.1:-3.5
56.7,-5.3,Fort William,56.7:-5.3
57.4,-4.4,Fort William,57.4:-4.4
51.1,-3.7,okehampton,51.1:-3.7
55.4,-2.1,newcastle,55.4:-2.1
56.5,-5.8,Fort William,56.5:-5.8
53.3,-4.7,corwen,53.3:-4.7
56.9,-5,Fort William,56.9:-5
55.8,-2.9,edinburgh,55.8:-2.9
58.5,-3.3,Fort William,58.5:-3.3
57.1,-6.5,Fort William,57.1:-6.5
58,-5.3,Fort William,58:-5.3
55.5,-3.5,dumfries,55.5:-3.5
57.6,-2.3,Aberdeen,57.6:-2.3
56.3,-5.4,Fort William,56.3:-5.4
55.2,-4.2,dumfries,55.2:-4.2
57.2,-2.8,Aberdeen,57.2:-2.8
54.3,-0.7,scarborough,54.3:-0.7
57.7,-7.2,Fort William,57.7:-7.2
54.8,-6.4,dumfries,54.8:-6.4
56.5,-6.8,Fort William,56.5:-6.8
55.2,-4.6,dumfries,55.2:-4.6
55,-5.1,dumfries,55:-5.1
52,-3.5,cardiff,52:-3.5
55.2,-1.9,newcastle,55.2:-1.9
55.3,-4.5,dumfries,55.3:-4.5
54.9,-3.7,dumfries,54.9:-3.7
54.3,-2.4,kendal,54.3:-2.4
54.8,-2.9,kendal,54.8:-2.9
50.8,-0.2,brighton,50.8:-0.2
51.5,0.7,london,51.5:0.7
51.9,1.3,norwich,51.9:1.3
51.6,-3.9,cardiff,51.6:-3.9
53.7,-3,warrington,53.7:-3
50.6,-2.4,salisbury,50.6:-2.4
55.5,-4.7,dumfries,55.5:-4.7
51.4,1.3,canterbury,51.4:1.3
50.8,-0.3,brighton,50.8:-0.3
50.7,-1.8,salisbury,50.7:-1.8
50.7,-0.8,brighton,50.7:-0.8
50.8,0.5,brighton,50.8:0.5
56,-3.3,edinburgh,56:-3.3
51.1,1.4,canterbury,51.1:1.4
50.7,-1.7,salisbury,50.7:-1.7
51.4,1.1,canterbury,51.4:1.1
51.4,1,canterbury,51.4:1
54.1,-2.9,kendal,54.1:-2.9
52.3,1.7,norwich,52.3:1.7
51.2,-3.3,okehampton,51.2:-3.3
51.3,1.4,canterbury,51.3:1.4
53.6,-3.1,warrington,53.6:-3.1
50.7,-1.6,salisbury,50.7:-1.6
53.8,-3.1,warrington,53.8:-3.1
56,-3.1,edinburgh,56:-3.1
51.4,-3,cardiff,51.4:-3
51.5,0.8,london,51.5:0.8
57.7,-3,Aberdeen,57.7:-3
51.6,-4.8,cardiff,51.6:-4.8
52.3,-4.2,corwen,52.3:-4.2
55.6,-4.8,dumfries,55.6:-4.8
53.4,-1.9,sheffield,53.4:-1.9
56.3,-5.1,Fort William,56.3:-5.1
50.2,-3.8,okehampton,50.2:-3.8
54.1,-3.3,kendal,54.1:-3.3
51,1,canterbury,51:1
50.6,-3.3,okehampton,50.6:-3.3
50.7,-2.9,okehampton,50.7:-2.9
56.6,-3.6,edinburgh,56.6:-3.6
50.1,-5.5,okehampton,50.1:-5.5
53.3,-4,corwen,53.3:-4
50.7,-2.8,salisbury,50.7:-2.8
50.9,0.8,canterbury,50.9:0.8
55.6,-3.3,edinburgh,55.6:-3.3
52.7,-4.1,corwen,52.7:-4.1
56.1,-2.7,edinburgh,56.1:-2.7
54.6,-3.6,kendal,54.6:-3.6
54.8,-1.3,newcastle,54.8:-1.3
56.1,-3.1,edinburgh,56.1:-3.1
50.8,0.4,brighton,50.8:0.4
55.4,-3.1,dumfries,55.4:-3.1
52.5,-3.8,corwen,52.5:-3.8
54.5,-2.5,kendal,54.5:-2.5
54.7,-2.1,newcastle,54.7:-2.1
55.5,-1.9,newcastle,55.5:-1.9
50.5,-2.4,salisbury,50.5:-2.4
54.6,-3,kendal,54.6:-3
54.9,-3.4,dumfries,54.9:-3.4
54.4,-2.1,kendal,54.4:-2.1
54.6,-0.9,scarborough,54.6:-0.9
54.5,-3.3,kendal,54.5:-3.3
51.5,-3,cardiff,51.5:-3
52.4,-3.6,corwen,52.4:-3.6
53,0.6,norwich,53:0.6
55.4,-2.4,newcastle,55.4:-2.4
51.4,1.2,canterbury,51.4:1.2
54.6,-0.8,scarborough,54.6:-0.8
54.1,-2.1,kendal,54.1:-2.1
55.9,-2.1,edinburgh,55.9:-2.1
56.2,-3.8,edinburgh,56.2:-3.8
53.4,-1.7,sheffield,53.4:-1.7
51.8,1.3,norwich,51.8:1.3
54.4,-2.5,kendal,54.4:-2.5
52.9,-4.7,okehampton,52.9:-4.7
54.5,-3,kendal,54.5:-3
56.2,-2.7,edinburgh,56.2:-2.7
53.8,0,scarborough,53.8:0
52.1,1.6,norwich,52.1:1.6
51.2,-3.4,okehampton,51.2:-3.4
56.5,-3.9,edinburgh,56.5:-3.9
52.5,-4.1,corwen,52.5:-4.1
56,-3,edinburgh,56:-3
56.2,-3.8,edinburgh,56.2:-3.8
56.2,-2.7,edinburgh,56.2:-2.7
50.9,0.9,canterbury,50.9:0.9
56.7,-4,edinburgh,56.7:-4
50.6,-2.2,salisbury,50.6:-2.2
53,1,norwich,53:1
52.9,-3.4,corwen,52.9:-3.4
53,0.8,norwich,53:0.8
53.4,-1.7,sheffield,53.4:-1.7
54.5,-3,kendal,54.5:-3
51.6,-4.9,cardiff,51.6:-4.9
54.3,-3.3,kendal,54.3:-3.3
52.7,-3.9,corwen,52.7:-3.9
52.8,-4.6,corwen,52.8:-4.6
54.7,-3.6,kendal,54.7:-3.6
52.5,1.8,norwich,52.5:1.8
52.9,1.5,norwich,52.9:1.5
53,0.7,norwich,53:0.7
51.4,-3.6,cardiff,51.4:-3.6
54.7,-3.1,kendal,54.7:-3.1
55.1,-4,dumfries,55.1:-4
